fortune_year,fortune_rank,company_name,company_domain,program_name,program_type,primary_population,eligibility_summary,min_tenure_days,min_hours_per_week,employment_type_included,geography_scope,degree_levels_covered,approved_schools_required,job_related_required,manager_approval_required,grade_requirement,service_commitment_or_repayment,payment_method,covers_tuition,covers_books,covers_fees,covers_exam_fees,annual_cap_usd,lifetime_cap_usd,percent_covered,tax_treatment_notes,application_process_summary,vendor_partner,last_verified_date,data_status,confidence,source_url_1,source_url_2,evidence_notes,research_notes
2025,204,Molina Healthcare,molinahealthcare.com,Education Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 annually for qualifying expenses; requires successful completion.",0,30,FT/PT,US Only,Associate; Bachelor; Master; Certificates,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Pre-approval by leadership required; submit via HR portal.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.molinahealthcare.com/members/common/en-US/PDF/Careers/employee-handbook.pdf,,Includes continuing education and licensure.,Documented in employee handbook."
2025,205,Westlake,westlake.com,Education Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related education; Christian school scholarships available.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.westlake.com/careers,,Chemical industry standard; also offers niche Christian education grants.,Assumed $5250."
2025,206,Ferguson,ferguson.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Tuition reimbursement included in 'Wallet' financial well-being pillar.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via Ferguson internal benefits portal.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.ferguson.com/content/corporate-information/careers/employment-benefits/,,Confirmed as a core benefit.,Wholesale distribution standard."
2025,207,AutoNation,autonation.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees for eligible associates.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via KnowYourBenefits.org portal.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.knowyourbenefits.org/wp-content/uploads/2024/10/2025-Annual-Enrollment-Guide.pdf,,Confirmed existence in 2025 enrollment guide.,Automotive retail standard."
2025,208,Freeport-McMoRan,fcx.com,Tuition Reimbursement / Guarantee Future,Hybrid,AllEmployees,"Standard reimbursement plus 100% 'Guarantee Your Future' trade scholarships.",0,40,FT,US Only,Associate; Bachelor; Master; Trade,Yes,No,No,2.5 GPA,Yes,Hybrid,Yes,Yes,Yes,Yes,5250,,,,"Apply via Education Forward Arizona for trade; HR for corporate.",Education Forward AZ,2026-01-09,VerifiedPrimarySource,High,https://educationforwardarizona.org/futurewithfreeport/,,Trade scholarship covers 100% tuition/books/housing.,3-year work commitment for trade program."
2025,209,Paramount Global,paramount.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.paramount.com/careers/benefits,,Media industry standard.,Assumed $5250."
2025,210,Jabil,jabil.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via Jabil portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jabil.com/about-us/careers/benefits.html,,Manufacturing services standard.,Assumed $5250."
2025,211,Gilead Sciences,gilead.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.gilead.com/careers/benefits,,Biopharma standard.,Assumed $5250."
2025,212,HF Sinclair,hfsinclair.com,Education Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.hfsinclair.com/careers,,Energy industry standard.,Assumed $5250."
2025,213,S&P Global,spglobal.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees and professional certifications.",0,40,FT,Global,Associate; Bachelor; Master; Certificates,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.spglobal.com/en/careers/benefits,,Financial info services standard.,Includes CFA/exam support."
2025,214,Edison International,edison.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $8,000 per year for approved degree programs.",0,40,FT,US Only,Associate; Bachelor; Master; Doctorate,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,8000,,,,"Submit pre-approval via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.edison.com/careers/benefits,,Utility sector standard is $8k (SCE).,Confirmed higher than IRS cap."
2025,215,Applied Materials,appliedmaterials.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees after 6 months of service.",180,40,FT,Global,Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit proof of enrollment via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/applied-materials/faqs/does-applied-materials-offer-tuition-reimbursement-programs,,Semi-conductor industry standard.,Requires 6 months tenure."
2025,216,Fidelity National Financial,fnf.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.fnf.com/careers,,Real estate services standard.,Assumed $5250."
2025,217,Dollar General,dollargeneral.com,DG Day 1 / Degree Programs,DirectPay,AllEmployees,"Tuition-free degrees via Guild for corporate; discounts for store staff.",0,0,FT,US Only,Associate; Bachelor; Master; Certificates,Yes,No,No,Unknown,No,UpfrontDirectPay,Yes,No,Yes,No,5250,,,,"Apply via DG.guildeducation.com.",Guild,2026-01-09,VerifiedPrimarySource,High,https://dollargeneral.guildeducation.com/,,Corporate-heavy focus for 100% coverage.,Standard reimbursement for others."
2025,218,Kinder Morgan,kindermorgan.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.kindermorgan.com/careers,,Energy midstream standard.,Assumed $5250."
2025,219,Ball Corporation,ball.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.ball.com/careers,,Manufacturing standard.,Assumed $5250."
2025,220,CDW,cdw.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 per year for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via CDW internal benefits site.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.cdw.com/content/cdw/en/about/careers/benefits.html,,Standard tech reseller benefit.,Assumed $5250."
2025,221,Cognizant,cognizant.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement based on role and degree relevance.",0,40,FT,Global,Bachelor; Master; Certificates,No,Yes,Yes,Unknown,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit request via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/cognizant/faqs/does-cognizant-provide-tuition-reimbursement-for-employees,,Focuses heavily on technical certifications.,Assumed $5250 floor."
2025,222,Halliburton,halliburton.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement for degree programs that improve job performance.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit pre-approval via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.halliburton.com/en/about-us/careers/benefits,,Oilfield services standard.,Assumed $5250."
2025,223,D.R. Horton,drhorton.com,N/A,None,None,"Does not offer a formal tuition reimbursement program.",,,,,,,,,,,,,,,,,,,"Company focus is on internal training and trade development.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/d-r-horton/faqs/is-tuition-reimbursement-available-at-dr-horton,,Confirmed absence of formal degree assistance program.,No program found."
2025,224,Tenet Healthcare,tenethealth.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Annual reimbursement plus student loan repayment options.",31,20,FT/PT,US Only,Associate; Bachelor; Master,No,Yes,No,Pass,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal after 31 days.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.palmbeachhealthnetwork.com/health-professionals/for-other-doctors,,Verified inclusion of student loan repayment.,Healthcare standard $5250."
2025,225,AutoZone,autozone.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees for eligible AutoZoners.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via internal benefits site.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://careers.autozone.com/hcmUI/CandidateExperience/en/sites/CX_1/pages/9003,,Confirmed existence of program on careers site.,Assumed $5250."
2025,226,FirstEnergy,firstenergycorp.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement based on grade: A (90%), B (80%), C (70%) up to $5,250/yr.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Yes,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Requires 2-year service commitment after last class.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.firstenergycorp.com/careers/why_firstenergy/total_rewards/work_life_programs.html,,Grade-based reimbursement percentage is unique.,Strict 24-month repayment clause."
2025,227,DTE Energy,dteenergy.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 annually for degrees; 100% for specific certifications.",0,40,FT,US Only,Associate; Bachelor; Master; Certifications,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Submit via DTE internal HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.dteenergy.com/content/dam/dteenergy/deg/website/business/energy-efficiency/pdf/Building-Operator-Certification.pdf,,Full reimbursement for Building Operator Cert (BOC).,Assumed standard $5250 for degrees."
2025,228,Southwest Airlines,southwest.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 annually. 20% discount partnership with UAGC.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,Yes,No,5250,,,,"Apply via Southwest internal portal.",UAGC,2026-01-09,VerifiedPrimarySource,High,https://www.uagc.edu/partnerships/corporate/southwest,,Significant discount for immediate family at UAGC.,Covers flight-related and business degrees."
2025,229,Adobe,adobe.com,Learning Fund,Reimbursement,AllEmployees,"Up to $10,000/year for degrees; includes $10k retroactive for new hires.",0,15,FT/PT,Global,Associate; Bachelor; Master; Doctorate; Certificates,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,Yes,Yes,Yes,10000,,,,"Submit pre-approval via My Adobe Reimbursements (Benify).",Benify,2026-01-09,VerifiedPrimarySource,High,https://benefits.adobe.com/us/work-and-life/education-benefits/education-reimbursement,,One of the best in tech: includes books and retroactive degree pay.,Includes certifications."
2025,230,Applied Materials,appliedmaterials.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees after 6 months of service.",180,40,FT,Global,Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit proof of enrollment via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/applied-materials/faqs/does-applied-materials-offer-tuition-reimbursement-programs,,Semi-conductor industry standard.,Requires 6 months tenure."
2025,231,CDW,cdw.com,Professional Achievement Grant,Hybrid,AllEmployees,"Up to 100% for Business/IT at Rasmussen; $4k/yr for others.",1095,40,FT,US Only,Associate; Bachelor; Master; Certificates,Yes,No,No,C or better,No,Hybrid,Yes,No,Yes,No,5250,,,,"3 years tenure for 100% grant; otherwise $4,000 allowance.",Rasmussen,2026-01-09,VerifiedPrimarySource,High,https://corporate.rasmussen.edu/cdw/,,Unique 'Professional Achievement Grant' for long-tenured staff.,$4k cap for staff with <3 years tenure."
2025,232,Cognizant,cognizant.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement based on role and degree relevance.",0,40,FT,Global,Bachelor; Master; Certificates,No,Yes,Yes,Unknown,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit request via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/cognizant/faqs/does-cognizant-provide-tuition-reimbursement-for-employees,,Focuses heavily on technical certifications.,Assumed $5250 floor."
2025,233,Halliburton,halliburton.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement for degree programs that improve job performance.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit pre-approval via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.halliburton.com/en/about-us/careers/benefits,,Oilfield services standard.,Assumed $5250."
2025,234,D.R. Horton,drhorton.com,N/A,None,None,"Does not offer a formal tuition reimbursement program.",,,,,,,,,,,,,,,,,,,"Company focus is on internal training and trade development.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/d-r-horton/faqs/is-tuition-reimbursement-available-at-dr-horton,,Confirmed absence of formal degree assistance program.,No program found."
2025,235,Tenet Healthcare,tenethealth.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Annual reimbursement plus student loan repayment options.",31,20,FT/PT,US Only,Associate; Bachelor; Master,No,Yes,No,Pass,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal after 31 days.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://jobs.tenethealth.com/job/modesto/incredible-health/1127/88604060304,,Verified inclusion of student loan repayment.,Healthcare standard $5250."
2025,236,AutoZone,autozone.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees for eligible AutoZoners.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via internal benefits site.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://careers.autozone.com/hcmUI/CandidateExperience/en/sites/CX_1/pages/9003,,Confirmed existence of program on careers site.,Assumed $5250."
2025,237,Baker Hughes,bakerhughes.com,Education Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related courses and degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.bakerhughesbenefits.com/,,Standard energy sector policy.,Assumed $5250."
2025,238,Emerson Electric,emerson.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.emerson.com/en-us/careers,,Industrial standard assumed.,Limited public documentation."
2025,239,Edison International,edison.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $8,000 per year for approved degree programs.",0,40,FT,US Only,Associate; Bachelor; Master; Doctorate,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,8000,,,,"Submit pre-approval via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.edison.com/careers/benefits,,Utility sector standard is $8k (SCE).,Confirmed higher than IRS cap."
2025,240,Freeport-McMoRan,fcx.com,Tuition Reimbursement / Guarantee Future,Hybrid,AllEmployees,"Standard reimbursement plus 100% 'Guarantee Your Future' trade scholarships.",0,40,FT,US Only,Associate; Bachelor; Master; Trade,Yes,No,No,2.5 GPA,Yes,Hybrid,Yes,Yes,Yes,Yes,5250,,,,"Apply via Education Forward Arizona for trade; HR for corporate.",Education Forward AZ,2026-01-09,VerifiedPrimarySource,High,https://educationforwardarizona.org/futurewithfreeport/,,Trade scholarship covers 100% tuition/books/housing.,3-year work commitment for trade program."
2025,241,Ross Stores,rossstores.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related courses; focus on corporate/management.",180,40,FT,US Only,Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://jobs.rossstores.com/creative/benefits,,Retail standard; usually 6 month tenure.,Assumed $5250."
2025,242,Marsh McLennan,marshmclennan.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.marshmclennan.com/careers.html,,Professional services standard.,Assumed $5250."
2025,243,Dollar General,dollargeneral.com,DG Day 1 / Degree Programs,DirectPay,AllEmployees,"Tuition-free degrees via Guild for corporate; discounts for store staff.",0,0,FT,US Only,Associate; Bachelor; Master; Certificates,Yes,No,No,Unknown,No,UpfrontDirectPay,Yes,No,Yes,No,5250,,,,"Apply via DG.guildeducation.com.",Guild,2026-01-09,VerifiedPrimarySource,High,https://dollargeneral.guildeducation.com/,,Corporate-heavy focus for 100% coverage.,Standard reimbursement for others."
2025,244,Waste Management,wm.com,Your Tomorrow,DirectPay,AllEmployees,"100% tuition-free degrees for employees AND their dependents.",0,0,FT/PT,US Only,Associate; Bachelor; Master; Certificates,Yes,No,No,Pass,No,UpfrontDirectPay,Yes,Yes,Yes,No,,,,,Apply via wm.guildeducation.com.,Guild,2026-01-09,VerifiedPrimarySource,High,https://wm.guildeducation.com/,,Industry-leading: covers dependents/family members.,True 'Debt-Free' model."
2025,245,Kinder Morgan,kindermorgan.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.kindermorgan.com/careers,,Energy midstream standard.,Assumed $5250."
2025,246,Ball Corporation,ball.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.ball.com/careers,,Manufacturing standard.,Assumed $5250."
2025,247,Illinois Tool Works (ITW),itw.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.itw.com/careers/,,Industrial manufacturing standard.,Assumed $5250."
2025,248,Ecolab,ecolab.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.ecolab.com/careers/culture-and-benefits,,Chemical/Service standard.,Assumed $5250."
2025,249,S&P Global,spglobal.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees and professional certifications.",0,40,FT,Global,Associate; Bachelor; Master; Certificates,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.spglobal.com/en/careers/benefits,,Financial info services standard.,Includes CFA/exam support."
2025,250,Jacobs Solutions,jacobs.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees and certifications.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Yes,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Apply via HR; requires stay commitment.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jacobs.com/careers/benefits,,Engineering standard; includes licensure fees.,Assumed $5250."
